ID,Name,Rating,Price,SkillsMoves,WeakFoot,Pace,Shooting,Passing,Dribbling,Defending,Phyiscality,Popularity,BaseStats,InGameStats,Revision,Position,WorkRate,Height,Club,Country,League,NationPic,ClubPic,PlayerPic
156,Lucas,83,4.3K,4,4,92,79,76,87,42,66,70kg),5113,442,2128,Normal,CF,H\M,"174cm|5'9""",https://cdn.futbin.com/content/fifa20/img/nation/54.png,https://cdn.futbin.com/content/fifa20/img/clubs/18.png,https://cdn.futbin.com/content/fifa20/img/players/200949.png?v=22
157,John Stones,83,5.1K,3,4,68,36,70,72,84,77,70kg),175,407,1887,Normal,CB,H\M,"188cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/14.png,https://cdn.futbin.com/content/fifa20/img/clubs/10.png,https://cdn.futbin.com/content/fifa20/img/players/203574.png?v=22
158,Sébastien Haller,83,2K,3,2,72,81,62,76,51,82,82kg),229,424,2010,Normal,ST,H\M,"190cm|6'3""",https://cdn.futbin.com/content/fifa20/img/nation/18.png,https://cdn.futbin.com/content/fifa20/img/clubs/19.png,https://cdn.futbin.com/content/fifa20/img/players/205693.png?v=22
159,Grimaldo,83,4.1K,3,2,85,63,79,84,77,71,69kg),69,459,2204,Normal,LB,H\M,"171cm|5'7""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/234.png,https://cdn.futbin.com/content/fifa20/img/players/210035.png?v=22
160,Anthony Martial,83,6K,4,3,89,81,72,85,41,71,76kg),1882,439,2070,Normal,LW,M\L,"184cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/18.png,https://cdn.futbin.com/content/fifa20/img/clubs/11.png,https://cdn.futbin.com/content/fifa20/img/players/211300.png?v=22
161,Marco Asensio,83,3.5K,4,3,81,80,82,84,43,62,76kg),210,432,2073,Normal,LW,H\M,"182cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/243.png,https://cdn.futbin.com/content/fifa20/img/players/220834.png?v=22
162,Sami Khedira,83,2K,2,4,51,74,78,78,80,80,90kg),44,441,2132,Normal,CM,M\H,"189cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/21.png,https://cdn.futbin.com/content/fifa20/img/clubs/114153.png,https://cdn.futbin.com/content/fifa20/img/players/179846.png?v=22
163,David Luiz,83,4.9K,3,3,61,65,74,71,82,77,86kg),171,430,2103,Normal,CB,M\M,"189cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/54.png,https://cdn.futbin.com/content/fifa20/img/clubs/1.png,https://cdn.futbin.com/content/fifa20/img/players/179944.png?v=22
164,Aaron Ramsey,83,2.4K,3,3,68,77,79,80,68,74,76kg),124,446,2163,Normal,CM,H\H,"183cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/50.png,https://cdn.futbin.com/content/fifa20/img/clubs/114153.png,https://cdn.futbin.com/content/fifa20/img/players/186561.png?v=22
165,Juan Cuadrado,83,3.5K,5,3,91,72,77,87,66,67,72kg),270,460,2190,Normal,RM,H\M,"179cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/56.png,https://cdn.futbin.com/content/fifa20/img/clubs/114153.png,https://cdn.futbin.com/content/fifa20/img/players/193082.png?v=22
166,Danilo Pereira,83,1.9K,3,3,65,63,72,74,82,85,83kg),92,441,2045,Normal,CDM,M\H,"188cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/38.png,https://cdn.futbin.com/content/fifa20/img/clubs/236.png,https://cdn.futbin.com/content/fifa20/img/players/200888.png?v=22
167,Adrien Rabiot,83,2.7K,3,3,73,74,79,81,77,80,80kg),352,464,2214,Normal,CM,H\M,"192cm|6'4""",https://cdn.futbin.com/content/fifa20/img/nation/18.png,https://cdn.futbin.com/content/fifa20/img/clubs/114153.png,https://cdn.futbin.com/content/fifa20/img/players/210008.png?v=22
168,Andrés Iniesta Luján,83,1.9K,4,4,64,70,86,87,62,60,68kg),132,429,2091,Normal,CM,H\M,"171cm|5'7""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/101146.png,https://cdn.futbin.com/content/fifa20/img/players/41.png?v=22
169,Gianluigi Buffon,83,2.9K,1,2,78,77,74,80,34,91,92kg),140,434,966,Normal,GK,M\M,"192cm|6'4""",https://cdn.futbin.com/content/fifa20/img/nation/27.png,https://cdn.futbin.com/content/fifa20/img/clubs/114153.png,https://cdn.futbin.com/content/fifa20/img/players/1179.png?v=22
170,Rune Almenning Jarstein,83,1.8K,1,4,79,82,76,84,42,86,86kg),29,449,875,Normal,GK,M\M,"190cm|6'3""",https://cdn.futbin.com/content/fifa20/img/nation/36.png,https://cdn.futbin.com/content/fifa20/img/clubs/166.png,https://cdn.futbin.com/content/fifa20/img/players/104389.png?v=22
171,Kasper Schmeichel,83,2.4K,1,3,82,77,79,88,58,79,89kg),79,463,1029,Normal,GK,M\M,"189cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/13.png,https://cdn.futbin.com/content/fifa20/img/clubs/95.png,https://cdn.futbin.com/content/fifa20/img/players/163587.png?v=22
172,Ezequiel Garay,83,3K,2,3,43,60,67,62,82,81,90kg),0,395,1932,Normal,CB,M\M,"189cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/52.png,https://cdn.futbin.com/content/fifa20/img/clubs/461.png,https://cdn.futbin.com/content/fifa20/img/players/170481.png?v=22
173,Rui Patrício,83,2.5K,1,2,84,80,77,82,55,81,84kg),94,459,1028,Normal,GK,M\M,"190cm|6'3""",https://cdn.futbin.com/content/fifa20/img/nation/38.png,https://cdn.futbin.com/content/fifa20/img/clubs/110.png,https://cdn.futbin.com/content/fifa20/img/players/178005.png?v=22
174,Radja Nainggolan,83,2.7K,3,3,72,79,78,83,83,82,77kg),1123,477,2292,Normal,CAM,H\H,"176cm|5'9""",https://cdn.futbin.com/content/fifa20/img/nation/7.png,https://cdn.futbin.com/content/fifa20/img/clubs/1842.png,https://cdn.futbin.com/content/fifa20/img/players/178518.png?v=22
175,Éver Banega,83,2.1K,4,4,61,73,84,82,77,70,71kg),10,447,2191,Normal,CDM,H\M,"174cm|5'9""",https://cdn.futbin.com/content/fifa20/img/nation/52.png,https://cdn.futbin.com/content/fifa20/img/clubs/481.png,https://cdn.futbin.com/content/fifa20/img/players/178562.png?v=22
176,Diego Costa,83,2K,2,4,73,82,64,76,49,85,86kg),37,429,2008,Normal,ST,H\M,"188cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/240.png,https://cdn.futbin.com/content/fifa20/img/players/179844.png?v=22
177,Gylfi Sigurðsson,83,1.8K,3,4,56,81,84,81,57,69,77kg),47,428,2119,Normal,CAM,H\H,"186cm|6'1""",https://cdn.futbin.com/content/fifa20/img/nation/24.png,https://cdn.futbin.com/content/fifa20/img/clubs/7.png,https://cdn.futbin.com/content/fifa20/img/players/184484.png?v=22
178,Oscar,83,1.8K,4,3,74,76,83,81,55,50,71kg),28,419,2057,Normal,CAM,H\M,"181cm|5'11""",https://cdn.futbin.com/content/fifa20/img/nation/54.png,https://cdn.futbin.com/content/fifa20/img/clubs/112540.png,https://cdn.futbin.com/content/fifa20/img/players/188152.png?v=22
179,Kevin Trapp,83,1.9K,1,4,82,77,79,85,48,83,86kg),63,454,896,Normal,GK,M\M,"189cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/21.png,https://cdn.futbin.com/content/fifa20/img/clubs/1824.png,https://cdn.futbin.com/content/fifa20/img/players/188943.png?v=22
180,Illarramendi,83,2.3K,3,3,54,71,80,79,80,71,75kg),7,435,2107,Normal,CDM,M\H,"179cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/457.png,https://cdn.futbin.com/content/fifa20/img/players/190584.png?v=22
181,Daley Blind,83,2K,3,3,54,65,80,77,82,74,72kg),37,432,2130,Normal,CDM,M\M,"180cm|5'11""",https://cdn.futbin.com/content/fifa20/img/nation/34.png,https://cdn.futbin.com/content/fifa20/img/clubs/245.png,https://cdn.futbin.com/content/fifa20/img/players/190815.png?v=22
182,Lukáš Hrádecký,83,1.9K,1,3,85,79,69,86,40,82,85kg),80,441,816,Normal,GK,M\M,"192cm|6'4""",https://cdn.futbin.com/content/fifa20/img/nation/17.png,https://cdn.futbin.com/content/fifa20/img/clubs/32.png,https://cdn.futbin.com/content/fifa20/img/players/190941.png?v=22
183,Nicolás Otamendi,83,4K,2,3,56,57,63,61,83,78,81kg),57,398,1916,Normal,CB,M\H,"183cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/52.png,https://cdn.futbin.com/content/fifa20/img/clubs/10.png,https://cdn.futbin.com/content/fifa20/img/players/192366.png?v=22
184,Koen Casteels,83,2K,1,2,83,79,79,83,45,82,86kg),49,451,928,Normal,GK,M\M,"197cm|6'6""",https://cdn.futbin.com/content/fifa20/img/nation/7.png,https://cdn.futbin.com/content/fifa20/img/clubs/175.png,https://cdn.futbin.com/content/fifa20/img/players/192984.png?v=22
185,Marc Bartra,83,3K,3,3,73,61,73,73,82,74,73kg),188,436,2074,Normal,CB,H\M,"184cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/449.png,https://cdn.futbin.com/content/fifa20/img/players/198141.png?v=22
186,Rodrigo,83,2K,4,3,90,80,74,81,44,70,77kg),933,439,2091,Normal,ST,H\M,"182cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/461.png,https://cdn.futbin.com/content/fifa20/img/players/198329.png?v=22
187,Wilfried Zaha,83,2.2K,5,3,91,76,72,87,27,74,66kg),1491,427,1953,Normal,CF,H\L,"180cm|5'11""",https://cdn.futbin.com/content/fifa20/img/nation/108.png,https://cdn.futbin.com/content/fifa20/img/clubs/1799.png,https://cdn.futbin.com/content/fifa20/img/players/198717.png?v=22
188,Charles Aránguiz,83,2.2K,3,4,63,72,82,81,74,73,70kg),77,445,2193,Normal,CM,M\M,"171cm|5'7""",https://cdn.futbin.com/content/fifa20/img/nation/55.png,https://cdn.futbin.com/content/fifa20/img/clubs/32.png,https://cdn.futbin.com/content/fifa20/img/players/199042.png?v=22
189,Wissam Ben Yedder,83,4.4K,4,5,84,82,77,85,39,61,68kg),4255,428,2097,Normal,ST,H\H,"170cm|5'7""",https://cdn.futbin.com/content/fifa20/img/nation/18.png,https://cdn.futbin.com/content/fifa20/img/clubs/69.png,https://cdn.futbin.com/content/fifa20/img/players/199451.png?v=22
190,Francesco Acerbi,83,2.8K,3,3,56,50,61,64,86,82,88kg),99,399,1882,Normal,CB,M\M,"192cm|6'4""",https://cdn.futbin.com/content/fifa20/img/nation/27.png,https://cdn.futbin.com/content/fifa20/img/clubs/46.png,https://cdn.futbin.com/content/fifa20/img/players/199845.png?v=22
191,Jasper Cillessen,83,2.3K,1,3,82,83,78,83,52,81,83kg),118,459,985,Normal,GK,M\M,"185cm|6'1""",https://cdn.futbin.com/content/fifa20/img/nation/34.png,https://cdn.futbin.com/content/fifa20/img/clubs/461.png,https://cdn.futbin.com/content/fifa20/img/players/199987.png?v=22
192,Paco Alcácer,83,5.6K,3,4,79,84,68,81,36,63,72kg),304,411,2018,Normal,ST,M\L,"175cm|5'9""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/22.png,https://cdn.futbin.com/content/fifa20/img/players/200454.png?v=22
193,Lucas Digne,83,5K,3,3,78,69,79,79,80,76,74kg),569,461,2242,Normal,LB,H\M,"178cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/18.png,https://cdn.futbin.com/content/fifa20/img/clubs/7.png,https://cdn.futbin.com/content/fifa20/img/players/200458.png?v=22
194,Morata,83,2.1K,3,4,81,79,71,79,31,72,84kg),77,413,1941,Normal,ST,H\H,"189cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/240.png,https://cdn.futbin.com/content/fifa20/img/players/201153.png?v=22
195,Jordan Pickford,83,2.1K,1,4,82,78,87,86,49,82,77kg),227,464,1149,Normal,GK,M\M,"185cm|6'1""",https://cdn.futbin.com/content/fifa20/img/nation/14.png,https://cdn.futbin.com/content/fifa20/img/clubs/7.png,https://cdn.futbin.com/content/fifa20/img/players/204935.png?v=22
196,Florian Thauvin,83,3.7K,4,3,83,80,81,83,41,69,70kg),158,437,2114,Normal,RW,H\M,"179cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/18.png,https://cdn.futbin.com/content/fifa20/img/clubs/219.png,https://cdn.futbin.com/content/fifa20/img/players/204970.png?v=22
197,Arkadiusz Milik,83,2.1K,4,3,69,85,64,76,39,74,78kg),14,407,1980,Normal,ST,M\M,"186cm|6'1""",https://cdn.futbin.com/content/fifa20/img/nation/37.png,https://cdn.futbin.com/content/fifa20/img/clubs/48.png,https://cdn.futbin.com/content/fifa20/img/players/205175.png?v=22
198,William Carvalho,83,2K,3,4,42,57,77,74,79,85,83kg),39,414,1997,Normal,CDM,M\M,"187cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/38.png,https://cdn.futbin.com/content/fifa20/img/clubs/449.png,https://cdn.futbin.com/content/fifa20/img/players/207566.png?v=22
199,Yannick Carrasco,83,3.1K,4,4,90,80,75,86,39,64,71kg),268,434,2047,Normal,LM,H\M,"180cm|5'11""",https://cdn.futbin.com/content/fifa20/img/nation/7.png,https://cdn.futbin.com/content/fifa20/img/clubs/112378.png,https://cdn.futbin.com/content/fifa20/img/players/208418.png?v=22
200,Alessio Romagnoli,83,2.8K,2,3,63,40,55,67,85,79,78kg),140,389,1779,Normal,CB,M\H,"188cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/27.png,https://cdn.futbin.com/content/fifa20/img/clubs/47.png,https://cdn.futbin.com/content/fifa20/img/players/210413.png?v=22
201,Timo Werner,83,6.5K,3,4,92,81,67,82,35,69,75kg),2857,426,2000,Normal,ST,H\M,"180cm|5'11""",https://cdn.futbin.com/content/fifa20/img/nation/21.png,https://cdn.futbin.com/content/fifa20/img/clubs/112172.png,https://cdn.futbin.com/content/fifa20/img/players/212188.png?v=22
202,Federico Bernardeschi,83,3.1K,5,3,81,75,81,87,60,66,77kg),65,450,2140,Normal,RM,H\M,"185cm|6'1""",https://cdn.futbin.com/content/fifa20/img/nation/27.png,https://cdn.futbin.com/content/fifa20/img/clubs/114153.png,https://cdn.futbin.com/content/fifa20/img/players/212404.png?v=22
203,Anderson Talisca,83,3K,4,4,77,82,80,81,57,72,80kg),360,449,2159,Normal,CAM,H\L,"190cm|6'3""",https://cdn.futbin.com/content/fifa20/img/nation/54.png,https://cdn.futbin.com/content/fifa20/img/clubs/111839.png,https://cdn.futbin.com/content/fifa20/img/players/212523.png?v=22
204,Jonathan Tah,83,4.6K,2,4,71,27,59,58,83,81,97kg),274,379,1696,Normal,CB,M\M,"195cm|6'5""",https://cdn.futbin.com/content/fifa20/img/nation/21.png,https://cdn.futbin.com/content/fifa20/img/clubs/32.png,https://cdn.futbin.com/content/fifa20/img/players/213331.png?v=22
205,Thomas Lemar,83,8.1K,4,2,83,76,82,85,59,67,62kg),86,452,2185,Normal,LM,M\M,"171cm|5'7""",https://cdn.futbin.com/content/fifa20/img/nation/18.png,https://cdn.futbin.com/content/fifa20/img/clubs/240.png,https://cdn.futbin.com/content/fifa20/img/players/213565.png?v=22
206,Andrej Kramaric,83,2K,4,4,73,85,73,85,30,71,73kg),224,417,2051,Normal,ST,M\M,"177cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/10.png,https://cdn.futbin.com/content/fifa20/img/clubs/10029.png,https://cdn.futbin.com/content/fifa20/img/players/216354.png?v=22
207,Dakonam Djené,83,4.6K,2,4,72,37,61,62,83,79,72kg),48,394,1865,Normal,CB,M\H,"178cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/144.png,https://cdn.futbin.com/content/fifa20/img/clubs/1860.png,https://cdn.futbin.com/content/fifa20/img/players/217940.png?v=22
208,Corentin Tolisso,83,2.1K,3,3,69,77,79,78,76,79,81kg),447,458,2215,Normal,CM,H\M,"181cm|5'11""",https://cdn.futbin.com/content/fifa20/img/nation/18.png,https://cdn.futbin.com/content/fifa20/img/clubs/21.png,https://cdn.futbin.com/content/fifa20/img/players/219683.png?v=22
209,Pau López,83,4.9K,1,3,82,83,79,84,48,82,77kg),55,458,1016,Normal,GK,M\M,"189cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/52.png,https://cdn.futbin.com/content/fifa20/img/players/221087.png?v=22
210,Borja Iglesias,83,2.2K,3,3,67,83,63,77,35,82,86kg),2,407,1904,Normal,ST,H\M,"187cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/449.png,https://cdn.futbin.com/content/fifa20/img/players/224179.png?v=22,,
211,Gonçalo Guedes,83,2.7K,4,4,90,79,76,83,36,70,68kg),492,434,2052,Normal,LM,H\M,"179cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/38.png,https://cdn.futbin.com/content/fifa20/img/clubs/461.png,https://cdn.futbin.com/content/fifa20/img/players/224411.png?v=22,,
212,Giovani Lo Celso,83,2.8K,4,3,77,78,82,84,65,72,68kg),725,458,2185,Normal,CM,H\M,"177cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/52.png,https://cdn.futbin.com/content/fifa20/img/clubs/18.png,https://cdn.futbin.com/content/fifa20/img/players/226226.png?v=22,,
213,Fabián,83,2.3K,4,4,65,78,78,82,74,69,70kg),119,446,2127,Normal,CM,M\M,"189cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/48.png,https://cdn.futbin.com/content/fifa20/img/players/226271.png?v=22,,
214,Manuel Akanji,83,4.8K,2,3,78,45,68,72,83,80,91kg),1332,426,1943,Normal,CB,M\H,"187cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/47.png,https://cdn.futbin.com/content/fifa20/img/clubs/22.png,https://cdn.futbin.com/content/fifa20/img/players/229237.png?v=22,,
215,Trent Alexander-Arnold,83,7.5K,3,4,80,62,82,78,78,70,69kg),674,450,2156,Normal,RB,H\M,"180cm|5'11""",https://cdn.futbin.com/content/fifa20/img/nation/14.png,https://cdn.futbin.com/content/fifa20/img/clubs/9.png,https://cdn.futbin.com/content/fifa20/img/players/231281.png?v=22,,
216,Marcus Rashford,83,7.8K,5,3,92,82,73,83,45,77,70kg),5048,452,2141,Normal,ST,H\H,"186cm|6'1""",https://cdn.futbin.com/content/fifa20/img/nation/14.png,https://cdn.futbin.com/content/fifa20/img/clubs/11.png,https://cdn.futbin.com/content/fifa20/img/players/231677.png?v=22,,
217,Iker Casillas Fernández,83,1.7K,1,2,85,75,61,84,56,86,84kg),240,447,1001,Normal,GK,M\M,"185cm|6'1""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/236.png,https://cdn.futbin.com/content/fifa20/img/players/5479.png?v=22,,
218,João Miranda de Souza Filho,83,2.3K,2,3,64,49,60,68,84,74,78kg),24,399,1875,Normal,CB,M\H,"186cm|6'1""",https://cdn.futbin.com/content/fifa20/img/nation/54.png,https://cdn.futbin.com/content/fifa20/img/clubs/112162.png,https://cdn.futbin.com/content/fifa20/img/players/168609.png?v=22,,
219,Nani,83,25K,5,5,75,80,82,87,41,66,70kg),172,431,2088,IF,RM,H\M,"177cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/38.png,https://cdn.futbin.com/content/fifa20/img/clubs/112606.png,https://cdn.futbin.com/content/fifa20/img/players/p50470716.png?v=22,,
220,Falcao,83,1.8K,3,4,65,82,69,77,43,72,72kg),113,408,2043,Normal,ST,H\M,"177cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/56.png,https://cdn.futbin.com/content/fifa20/img/clubs/325.png,https://cdn.futbin.com/content/fifa20/img/players/167397.png?v=22,,
221,Falcao,83,0,3,4,65,82,69,77,43,72,72kg),20,408,2043,CL,ST,H\M,"177cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/56.png,https://cdn.futbin.com/content/fifa20/img/clubs/325.png,https://cdn.futbin.com/content/fifa20/img/players/167397.png?v=22,,
222,Luka Jovic,83,42K,3,5,77,82,68,81,29,74,85kg),346,411,1965,OTW,ST,M\M,"182cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/51.png,https://cdn.futbin.com/content/fifa20/img/clubs/243.png,https://cdn.futbin.com/content/fifa20/img/players/232432.png?v=22,,
223,Sébastien Haller,83,15.75K,3,2,72,81,62,76,51,82,82kg),180,424,2010,OTW,ST,H\M,"190cm|6'3""",https://cdn.futbin.com/content/fifa20/img/nation/18.png,https://cdn.futbin.com/content/fifa20/img/clubs/19.png,https://cdn.futbin.com/content/fifa20/img/players/205693.png?v=22,,
224,Nicolò Barella,83,16.25K,3,3,79,70,81,83,77,73,68kg),361,463,2198,OTW,CM,M\H,"175cm|5'9""",https://cdn.futbin.com/content/fifa20/img/nation/27.png,https://cdn.futbin.com/content/fifa20/img/clubs/44.png,https://cdn.futbin.com/content/fifa20/img/players/p50555880.png?v=22,,
225,Salif Sané,83,25K,2,3,65,55,67,66,84,84,85kg),213,421,1910,IF,CB,M\H,"196cm|6'5""",https://cdn.futbin.com/content/fifa20/img/nation/136.png,https://cdn.futbin.com/content/fifa20/img/clubs/34.png,https://cdn.futbin.com/content/fifa20/img/players/p50533604.png?v=22,,
226,Victor Osimhen,83,1,POTM,18.2K,3,4,90,84,76,81,44,82,78kg),3716,457,2116,Ligue,ST,H\H,"185cm|6'1""",https://cdn.futbin.com/content/fifa20/img/nation/133.png,https://cdn.futbin.com/content/fifa20/img/clubs/65.png,https://cdn.futbin.com/content/fifa20/img/players/232293.png?v=22
227,Gianluigi Buffon,83,3K,1,2,78,77,74,80,34,91,92kg),36,434,-,CL,GK,M\M,"192cm|6'4""",https://cdn.futbin.com/content/fifa20/img/nation/27.png,https://cdn.futbin.com/content/fifa20/img/clubs/114153.png,https://cdn.futbin.com/content/fifa20/img/players/1179.png?v=22,,
228,Ezequiel Garay,83,3.1K,2,3,43,60,67,62,82,81,90kg),0,395,1932,CL,CB,M\M,"189cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/52.png,https://cdn.futbin.com/content/fifa20/img/clubs/461.png,https://cdn.futbin.com/content/fifa20/img/players/170481.png?v=22,,
229,Diego Costa,83,2.2K,2,4,73,82,64,76,49,85,86kg),2,429,2008,CL,ST,H\M,"188cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/240.png,https://cdn.futbin.com/content/fifa20/img/players/179844.png?v=22,,
230,Sami Khedira,83,2.2K,2,4,51,74,78,78,80,80,90kg),9,441,2132,CL,CM,M\H,"189cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/21.png,https://cdn.futbin.com/content/fifa20/img/clubs/114153.png,https://cdn.futbin.com/content/fifa20/img/players/179846.png?v=22,,
231,Jordan Henderson,83,2K,3,3,64,70,83,77,78,80,80kg),13,452,2202,CL,CDM,H\H,"182cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/14.png,https://cdn.futbin.com/content/fifa20/img/clubs/9.png,https://cdn.futbin.com/content/fifa20/img/players/183711.png?v=22,,
232,Aaron Ramsey,83,2.4K,3,3,68,77,79,80,68,74,76kg),1,446,2163,CL,CM,H\H,"183cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/50.png,https://cdn.futbin.com/content/fifa20/img/clubs/114153.png,https://cdn.futbin.com/content/fifa20/img/players/186561.png?v=22,,
233,Daley Blind,83,2K,3,3,54,65,80,77,82,74,72kg),2,432,2130,CL,CDM,M\M,"180cm|5'11""",https://cdn.futbin.com/content/fifa20/img/nation/34.png,https://cdn.futbin.com/content/fifa20/img/clubs/245.png,https://cdn.futbin.com/content/fifa20/img/players/190815.png?v=22,,
234,Lukáš Hrádecký,83,2K,1,3,85,79,69,86,40,82,85kg),3,441,-,CL,GK,M\M,"192cm|6'4""",https://cdn.futbin.com/content/fifa20/img/nation/17.png,https://cdn.futbin.com/content/fifa20/img/clubs/32.png,https://cdn.futbin.com/content/fifa20/img/players/190941.png?v=22,,
235,Nicolás Otamendi,83,4K,2,3,56,57,63,61,83,78,81kg),2,398,1916,CL,CB,M\H,"183cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/52.png,https://cdn.futbin.com/content/fifa20/img/clubs/10.png,https://cdn.futbin.com/content/fifa20/img/players/192366.png?v=22,,
236,Juan Cuadrado,83,5K,5,3,91,72,77,87,66,67,72kg),14,460,2190,CL,RM,H\M,"179cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/56.png,https://cdn.futbin.com/content/fifa20/img/clubs/114153.png,https://cdn.futbin.com/content/fifa20/img/players/193082.png?v=22,,
237,Idrissa Gueye,83,2.5K,3,3,73,59,70,78,85,78,66kg),23,443,2107,CL,CDM,M\H,"174cm|5'9""",https://cdn.futbin.com/content/fifa20/img/nation/136.png,https://cdn.futbin.com/content/fifa20/img/clubs/73.png,https://cdn.futbin.com/content/fifa20/img/players/193474.png?v=22,,
238,Kevin Kampl,83,2.1K,3,4,76,67,80,85,63,62,67kg),5,433,2107,CL,CM,H\H,"178cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/44.png,https://cdn.futbin.com/content/fifa20/img/clubs/112172.png,https://cdn.futbin.com/content/fifa20/img/players/195365.png?v=22,,
239,Rodrigo,83,3K,4,3,90,80,74,81,44,70,77kg),21,439,2091,CL,ST,H\M,"182cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/461.png,https://cdn.futbin.com/content/fifa20/img/players/198329.png?v=22,,
240,Charles Aránguiz,83,2.2K,3,4,63,72,82,81,74,73,70kg),10,445,2193,CL,CM,M\M,"171cm|5'7""",https://cdn.futbin.com/content/fifa20/img/nation/55.png,https://cdn.futbin.com/content/fifa20/img/clubs/32.png,https://cdn.futbin.com/content/fifa20/img/players/199042.png?v=22
241,Jasper Cillessen,83,3K,1,3,82,83,78,83,52,81,83kg),11,459,-,CL,GK,M\M,"185cm|6'1""",https://cdn.futbin.com/content/fifa20/img/nation/34.png,https://cdn.futbin.com/content/fifa20/img/clubs/461.png,https://cdn.futbin.com/content/fifa20/img/players/199987.png?v=22
242,Paco Alcácer,83,6.9K,3,4,79,84,68,81,36,63,72kg),4,411,2018,CL,ST,M\L,"175cm|5'9""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/22.png,https://cdn.futbin.com/content/fifa20/img/players/200454.png?v=22
243,Lucas,83,6.5K,4,4,92,79,76,87,42,66,70kg),161,442,2128,CL,CF,H\M,"174cm|5'9""",https://cdn.futbin.com/content/fifa20/img/nation/54.png,https://cdn.futbin.com/content/fifa20/img/clubs/18.png,https://cdn.futbin.com/content/fifa20/img/players/200949.png?v=22
244,Morata,83,2.4K,3,4,81,79,71,79,31,72,84kg),5,413,1941,CL,ST,H\H,"189cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/240.png,https://cdn.futbin.com/content/fifa20/img/players/201153.png?v=22
